,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,name,favorite_count,retweet_count,jpg_url,ratings_num,ratings_den,stage,breed,confidence,dog_type,rating
10,8.900066081131725e+17,,,2017-07-26 00:31:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",Koda,28069.0,6457.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,13.0,13.0,None,Samoyed,0.957979,,
11,8.898808964798669e+17,,,2017-07-25 16:11:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Bruno,25538.0,4386.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,13.0,13.0,None,French_bulldog,0.377417,,
12,,,,,,,,,,,,,,,,,,
13,8.896388375799071e+17,,,2017-07-25 00:10:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",Ted,24650.0,3937.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,12.0,12.0,None,French_bulldog,0.99165,,
14,8.895311353442099e+17,,,2017-07-24 17:02:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart,13887.0,1988.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,13.0,13.0,puppo,golden_retriever,0.953442,,
15,8.892788419816858e+17,,,2017-07-24 00:19:32+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver,23010.0,4689.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,13.0,13.0,None,whippet,0.626152,,
16,8.889172381238313e+17,,,2017-07-23 00:22:39+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,26620.0,3941.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,12.0,12.0,None,golden_retriever,0.714719,,
17,8.888049891996713e+17,,,2017-07-22 16:56:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Zeke,23359.0,3725.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,13.0,13.0,None,golden_retriever,0.46976,,
18,8.885549627242783e+17,,,2017-07-22 00:23:06+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,18015.0,3044.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,13.0,13.0,None,Siberian_husky,0.700377,,
20,8.880784344585871e+17,,,2017-07-20 16:49:33+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerald,19915.0,3053.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,12.0,12.0,None,French_bulldog,0.995026,,
21,8.877052893818266e+17,,,2017-07-19 16:06:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,27683.0,4756.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,13.0,13.0,None,basset,0.821664,,
22,,,,,,,,,,,,,,,,,,
23,8.874739571039519e+17,,,2017-07-19 00:47:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,62726.0,15830.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,13.0,13.0,None,Pembroke,0.809197,,
24,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
26,8.869832335225446e+17,,,2017-07-17 16:17:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,31774.0,6722.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,13.0,13.0,None,Chihuahua,0.793469,,
27,8.867368805193196e+17,,,2017-07-16 23:58:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,10917.0,2800.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,13.0,13.0,None,kuvasz,0.309706,,
28,8.866803364779336e+17,,,2017-07-16 20:14:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,20564.0,3940.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,13.0,13.0,None,,,,
29,8.863661447344456e+17,,,2017-07-15 23:25:31+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,19295.0,2786.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,12.0,12.0,pupper,French_bulldog,0.999201,,
31,8.862583841518879e+17,,,2017-07-15 16:17:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,25563.0,5566.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,13.0,13.0,None,pug,0.943575,,
33,,,,,,,,,,,,,,,,,,
34,8.855289432054702e+17,,,2017-07-13 15:58:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,32841.0,5623.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,13.0,13.0,None,pug,0.369275,,
37,,,,,,,,,,,,,,,,,,
38,8.849255217417093e+17,,,2017-07-12 00:01:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,70254.0,15896.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,12.0,12.0,None,Italian_greyhound,0.259916,,
39,8.848767533904896e+17,,,2017-07-11 20:47:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,25409.0,4916.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,13.0,13.0,None,chow,0.822103,,
40,8.845628921456886e+17,,,2017-07-11 00:00:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,22221.0,4135.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,13.0,13.0,None,pug,0.5464060000000001,,
41,,,,,,,,,,,,,,,,,,
43,8.841626705843773e+17,,,2017-07-09 21:29:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,18654.0,2635.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,12.0,12.0,doggo,German_shepherd,0.707046,,
44,8.838381229366313e+17,,,2017-07-09 00:00:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,19972.0,3012.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,12.0,12.0,None,Doberman,0.610946,,
45,8.834828469330043e+17,,,2017-07-08 00:28:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,41868.0,8693.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,13.5,13.5,None,golden_retriever,0.943082,,
46,8.833606908992184e+17,,,2017-07-07 16:22:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,20735.0,3238.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,13.0,13.0,floofer,chow,0.987997,,
47,,,,,,,,,,,,,,,,,,
48,8.829920803642204e+17,,,2017-07-06 15:58:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,21826.0,3412.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,13.0,13.0,None,Eskimo_dog,0.466778,,
49,8.827626945117348e+17,,,2017-07-06 00:46:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,25811.0,4297.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,12.0,12.0,pupper,Labrador_retriever,0.85005,,
50,8.826272703216026e+17,,,2017-07-05 15:48:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,25634.0,5343.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,13.0,13.0,None,Pembroke,0.542982,,
51,8.822681101993697e+17,,,2017-07-04 16:01:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,40937.0,10208.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,13.0,13.0,None,golden_retriever,0.762211,,
52,8.820458700359188e+17,,,2017-07-04 01:18:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,26795.0,4283.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,13.0,13.0,None,golden_retriever,0.00694063,,
53,8.81906580714922e+17,,,2017-07-03 16:04:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,22278.0,2995.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,12.0,12.0,None,Weimaraner,0.291539,,
54,8.816665953445356e+17,,,2017-07-03 00:11:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,46320.0,9406.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,13.0,13.0,None,Saluki,0.529012,,
56,,,,,,,,,,,,,,,,,,
57,8.812684441964626e+17,,,2017-07-01 21:49:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Elliot,21290.0,4676.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,12.0,12.0,None,,,,
58,8.809357628999885e+17,,,2017-06-30 23:47:07+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,Louis,15645.0,2464.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,13.0,13.0,None,,,,
59,,,,,,,,,,,,,,,,,,
60,8.804658323668132e+17,,,2017-06-29 16:39:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Bella,26017.0,5477.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,12.0,12.0,None,golden_retriever,0.913255,,
61,8.80221127280382e+17,,,2017-06-29 00:27:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Jesse,24628.0,3659.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,12.0,12.0,None,Chihuahua,0.238525,,
62,,,,,,,,,,,,,,,,,,
63,8.798624647159276e+17,,,2017-06-28 00:42:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",Romeo,20463.0,3071.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,13.0,13.0,None,basset,0.813507,,
65,8.794920405176156e+17,,,2017-06-27 00:10:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Bailey,21491.0,2792.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,12.0,12.0,None,German_short-haired_pointer,0.479896,,
66,8.794158184251843e+17,,,2017-06-26 19:07:24+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles,96668.0,39387.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,13.0,13.0,None,English_springer,0.383404,,
67,8.793764925678551e+17,,,2017-06-26 16:31:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Jack,15428.0,2762.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,12.0,12.0,None,Labrador_retriever,0.0334961,,
69,8.790507492626555e+17,,,2017-06-25 18:56:45+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,Steven,20629.0,4151.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,11.0,11.0,None,,,,
70,8.790082295310295e+17,,,2017-06-25 16:07:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau,17406.0,2361.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,13.0,13.0,None,vizsla,0.960513,,
71,8.787760934230876e+17,,,2017-06-25 00:45:22+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",Snoopy,17741.0,3616.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,13.0,13.0,puppo,Italian_greyhound,0.734684,,
75,8.782815110064783e+17,,,2017-06-23 16:00:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",Shadow,7066.0,1125.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,13.0,13.0,None,basset,0.32042,,
76,8.780576130401157e+17,,,2017-06-23 01:10:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Emmy,38569.0,6011.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,14.0,14.0,None,French_bulldog,0.839097,,
